review,rating,date,bank,source
The receipt download option is very convenient.,5,2024-02-22,Bank of Abyssinia,Google Play
More easy and secure fast app than previous one,5,2024-02-08,Bank of Abyssinia,Google Play
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Bank of Abyssinia,Google Play
Whenever I try to sign in app close please fixed it out,2,2025-01-21,Bank of Abyssinia,Google Play
so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia,Google Play
Always do update and that is annoying,3,2025-01-27,Bank of Abyssinia,Google Play
I have been using this app for two years.It is amazing.,5,2025-02-01,Bank of Abyssinia,Google Play
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,Bank of Abyssinia,Google Play
Very poor app b/c highly slow to open the app,1,2024-08-12,Bank of Abyssinia,Google Play
The update app is the worest one when i compare with past.,1,2024-04-28,Bank of Abyssinia,Google Play
"Best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia,Google Play
It's easy used to operate program and secured 👍👍,4,2024-09-25,Bank of Abyssinia,Google Play
"This app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia,Google Play
Nice app and it's easy to use,5,2025-02-21,Bank of Abyssinia,Google Play
It is the worst app that I have ever downloaded. It crushes every time I log in 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎,1,2024-02-14,Bank of Abyssinia,Google Play
Very poor app. Its Always cresh and not compatible,2,2024-07-13,Bank of Abyssinia,Google Play
Much better and easy to access then the last boa app,5,2024-02-05,Bank of Abyssinia,Google Play
faster bank of Abissinya,5,2025-04-08,Bank of Abyssinia,Google Play
its best app but its don't working in poor connection area so,5,2024-07-03,Bank of Abyssinia,Google Play
Very laggy un able to make transactions Fix it,1,2024-05-10,Bank of Abyssinia,Google Play
Keeps crashing everytime what a disaster,1,2024-05-01,Bank of Abyssinia,Google Play
"Why is the app asking me to remove developer options? Why does it matter what I do with my phone , this is unacceptable! Fix this",3,2024-05-06,Bank of Abyssinia,Google Play
Best app but after the update the screenshot not working,4,2024-02-19,Bank of Abyssinia,Google Play
What's wrong with app suddenly stoped to open?,1,2024-03-25,Bank of Abyssinia,Google Play
"you guys keep on releasing unstable app, now it won't login",2,2024-04-30,Bank of Abyssinia,Google Play
Simplify your life by using the Abyssinia app I like it because it is comfortable and safe,5,2024-04-11,Bank of Abyssinia,Google Play
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,Bank of Abyssinia,Google Play
The onky defect is that it is too slow,3,2024-04-25,Bank of Abyssinia,Google Play
it doesnt work it crashes,1,2024-05-03,Bank of Abyssinia,Google Play
Not working properly always loading !,3,2024-02-04,Bank of Abyssinia,Google Play
"The worst app. Can't even login to my device. Phone : Pexel7a, version : android 13.",1,2024-01-16,Bank of Abyssinia,Google Play
Its very slow and fail to load any transaction,2,2024-02-15,Bank of Abyssinia,Google Play
I can't update the enable button not open.,1,2024-04-24,Bank of Abyssinia,Google Play
Easy and very nice app to load more than the previouse,5,2024-02-06,Bank of Abyssinia,Google Play
Frequently crashing fix it please,1,2024-05-01,Bank of Abyssinia,Google Play
Annoying it doesn't work totally,1,2024-05-01,Bank of Abyssinia,Google Play
You have made a great application that is easy to use,4,2024-02-08,Bank of Abyssinia,Google Play
95% of the time it crashes,1,2024-05-01,Bank of Abyssinia,Google Play
Tnx for updating the app its easy and fadt,5,2024-02-04,Bank of Abyssinia,Google Play
It is easy to use and very fast app,5,2024-02-23,Bank of Abyssinia,Google Play
Nice looking app but a terrible user experience.,1,2024-09-03,Bank of Abyssinia,Google Play
Not reliable always with some issues,1,2024-04-22,Bank of Abyssinia,Google Play
The updated version is nice one BOA always #1 bank,5,2024-02-10,Bank of Abyssinia,Google Play
all the time updated but im not satisfy by boa mobile bancking 😡😡😡,1,2024-05-02,Bank of Abyssinia,Google Play
The most terrible mobel banking app in the world it is not working ones in a week,1,2024-04-13,Bank of Abyssinia,Google Play
Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,Bank of Abyssinia,Google Play
"I can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia,Google Play
worst banking app i have ever used. Try to modify it,2,2024-03-19,Bank of Abyssinia,Google Play
The application is extremely slow.,1,2024-03-16,Bank of Abyssinia,Google Play
This new version of the app is really great. Loved it!,5,2024-01-15,Bank of Abyssinia,Google Play
Was good at first but now i couldn't reach my apollo account in the mobile banking app,1,2024-03-03,Bank of Abyssinia,Google Play
What is that disable developer option I have never seen any app commands.,3,2024-05-22,Bank of Abyssinia,Google Play
The App's crash always.. Error.....,3,2024-09-27,Bank of Abyssinia,Google Play
Great UI UX Design !!!,5,2024-05-09,Bank of Abyssinia,Google Play
It is not downloading. It stops at 79 % . Why ?,1,2024-01-23,Bank of Abyssinia,Google Play
The keyboard not Working please fix it,1,2024-02-14,Bank of Abyssinia,Google Play
"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia,Google Play
i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia,Google Play
This app is going to the worest boa app ever😡 It crushes every time login.,1,2024-05-02,Bank of Abyssinia,Google Play
Always error occured. The worst app ever,1,2024-06-20,Bank of Abyssinia,Google Play
It's not working for 3days. Come on as a big bank in Ethiopia this is unprofessionallism from boa,1,2024-05-15,Bank of Abyssinia,Google Play
"screenshot isn't working, Please modify it",2,2024-07-22,Bank of Abyssinia,Google Play
good App and user friendly.,4,2024-05-01,Bank of Abyssinia,Google Play
Poor application. It turned off by itself,1,2024-07-23,Bank of Abyssinia,Google Play
After update it doesn't work well,2,2024-07-09,Bank of Abyssinia,Google Play
It's good when i've downloaded at first. But now it doesn't work well,2,2024-05-20,Bank of Abyssinia,Google Play
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia,Google Play
It is always crushing it loged me out all the time,1,2024-04-28,Bank of Abyssinia,Google Play
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Bank of Abyssinia,Google Play
This app is so annoying as the previous version.,3,2024-04-30,Bank of Abyssinia,Google Play
Fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of Abyssinia,Google Play
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia,Google Play
This application isn't working properly,1,2024-05-03,Bank of Abyssinia,Google Play
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play
I need a support the app is not working,5,2024-11-12,Bank of Abyssinia,Google Play
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Bank of Abyssinia,Google Play
it's so slow app please fix it,2,2024-04-13,Bank of Abyssinia,Google Play
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Bank of Abyssinia,Google Play
Great app with great services,5,2024-09-19,Bank of Abyssinia,Google Play
slow only some times the wey it is veary nice app,5,2024-06-05,Bank of Abyssinia,Google Play
BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Bank of Abyssinia,Google Play
"From Ethiopian Internet banking Abbisiniya Internet banking application is the most worst boring and slower app, please fix that",1,2024-05-01,Bank of Abyssinia,Google Play
I think I remember it worked once upon time...,2,2024-05-02,Bank of Abyssinia,Google Play
"It is so bad apps ,it doesn't work",1,2024-07-06,Bank of Abyssinia,Google Play
It's not functional at all,1,2024-05-08,Bank of Abyssinia,Google Play
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Bank of Abyssinia,Google Play
"It's nice, the stack thing needs update thou",5,2024-04-28,Bank of Abyssinia,Google Play
The app is not properly working.,3,2024-04-28,Bank of Abyssinia,Google Play
Absolutely it's fantastic apps this New apps it's fast and good apps,5,2024-01-11,Bank of Abyssinia,Google Play
It is good &fast to open!!,5,2024-02-14,Bank of Abyssinia,Google Play
so far good but always it lugs,3,2024-08-17,Bank of Abyssinia,Google Play
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Bank of Abyssinia,Google Play
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Bank of Abyssinia,Google Play
Very good app its easy to use,5,2024-02-15,Bank of Abyssinia,Google Play
It's very good but sometimes isn't work probably,5,2024-07-12,Bank of Abyssinia,Google Play
but not opening on android,4,2025-05-19,Bank of Abyssinia,Google Play
It always crashes,1,2024-05-02,Bank of Abyssinia,Google Play
It doesn't work at all.,2,2025-01-02,Bank of Abyssinia,Google Play
I don't get why this app is developed it is not functional at all !!,1,2024-05-12,Bank of Abyssinia,Google Play
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Bank of Abyssinia,Google Play
The previous version is better it doesn't work,1,2024-08-04,Bank of Abyssinia,Google Play
You should include manual OTP input!,1,2024-02-13,Bank of Abyssinia,Google Play
Sorry to say it is very poor apps I have decided to suspend the BoA account,1,2024-04-25,Bank of Abyssinia,Google Play
there is no speed,1,2025-03-19,Bank of Abyssinia,Google Play
Improved to be the best,5,2025-03-11,Bank of Abyssinia,Google Play
i can't use this app why?,5,2025-03-07,Bank of Abyssinia,Google Play
The new version is really nice. Keep it up,4,2024-01-18,Bank of Abyssinia,Google Play
The app is not good need a few work,3,2024-06-11,Bank of Abyssinia,Google Play
it keeps crashing,1,2024-04-29,Bank of Abyssinia,Google Play
This app is not working!!,1,2024-05-04,Bank of Abyssinia,Google Play
best banking app in the wworld,5,2025-02-22,Bank of Abyssinia,Google Play
The Bank I always love 😘 and work with them is priceless,5,2024-04-24,Bank of Abyssinia,Google Play
Not work this app ...what is the problem,1,2024-04-20,Bank of Abyssinia,Google Play
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Bank of Abyssinia,Google Play
It keeps on crashing,1,2024-04-20,Bank of Abyssinia,Google Play
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,Google Play
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play
"Horrible, your apps are getting worse and worse",1,2024-02-16,Bank of Abyssinia,Google Play
Very Fast And attractive App,5,2024-02-20,Bank of Abyssinia,Google Play
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Bank of Abyssinia,Google Play
Not working on this days,1,2025-02-26,Bank of Abyssinia,Google Play
this app is not available,1,2025-01-02,Bank of Abyssinia,Google Play
Good but not working top up,5,2024-05-20,Bank of Abyssinia,Google Play
Poorly functioning app,3,2024-12-13,Bank of Abyssinia,Google Play
The dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia,Google Play
The is not functional at all?,2,2025-02-12,Bank of Abyssinia,Google Play
ምን ሆናችው ነው ግን ?በጣም ቀርፋፋ ነው፡ቢያንስ እንኳን እንደ Apollo ቢፈጥን ። I'm more 15years customers in your bank but due your Application i decide to shift for other bank like CBE OR TELEBIRR PLEASE FIX THE SPEED,1,2024-01-18,Bank of Abyssinia,Google Play
Not working properly why?????????,1,2024-04-29,Bank of Abyssinia,Google Play
Poor mobile banking alwayes not working alwayes,1,2024-05-18,Bank of Abyssinia,Google Play
I Don't Like It Once U Open It's open did Not Ask U The Pin when u get back Not Safty the Old Version Is More Secured,2,2024-02-06,Bank of Abyssinia,Google Play
sometime it is not working wel,4,2024-04-27,Bank of Abyssinia,Google Play
A little faster than before . Thanks,5,2024-03-05,Bank of Abyssinia,Google Play
I have never seen the worst mobile app like this,5,2024-04-29,Bank of Abyssinia,Google Play
Please fix the app i doesn't belongs to Abbssinya Bank Name,1,2024-05-22,Bank of Abyssinia,Google Play
I am comfortable with your good service,5,2024-05-04,Bank of Abyssinia,Google Play
It's useless app downgraded.,1,2024-12-29,Bank of Abyssinia,Google Play
Developer option to be off really,1,2024-06-06,Bank of Abyssinia,Google Play
Very poor proformance,1,2025-03-01,Bank of Abyssinia,Google Play
It demands to disable developer option.,1,2024-06-27,Bank of Abyssinia,Google Play
Worst application relative to other Ethiopia mobile banking app,1,2024-05-06,Bank of Abyssinia,Google Play
Not bad but please make it lite pls,1,2024-04-23,Bank of Abyssinia,Google Play
The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia,Google Play
"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia,Google Play
best app from any mobilebanking,5,2024-05-04,Bank of Abyssinia,Google Play
It is really make my life so much easy!,5,2024-05-12,Bank of Abyssinia,Google Play
"Worest app, it cannot be downloaded",2,2024-06-05,Bank of Abyssinia,Google Play
This is too poorer than the previous app.,1,2024-05-03,Bank of Abyssinia,Google Play
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Bank of Abyssinia,Google Play
Mostly not working 😑,1,2024-08-14,Bank of Abyssinia,Google Play
Very easy to use,5,2024-09-30,Bank of Abyssinia,Google Play
Is it even working these days? Please check it.,1,2024-07-04,Bank of Abyssinia,Google Play
It is not working at all,1,2024-07-16,Bank of Abyssinia,Google Play
The worst update ever You don't deserve one star;,1,2024-05-01,Bank of Abyssinia,Google Play
It is not working at all.,1,2024-04-24,Bank of Abyssinia,Google Play
It doesnt send birr immediately to anything,1,2024-02-17,Bank of Abyssinia,Google Play
The worest app ever made i would not recommende for no one,1,2024-09-16,Bank of Abyssinia,Google Play
very fast also nice app i love it,5,2024-04-22,Bank of Abyssinia,Google Play
Really work very good app l like you BoA,5,2024-04-26,Bank of Abyssinia,Google Play
The best bank with the worst application and ussd service.,1,2024-04-30,Bank of Abyssinia,Google Play
"General, when I considered from other banks, this bank is unique",4,2024-04-11,Bank of Abyssinia,Google Play
It is not work for my device,5,2024-08-27,Bank of Abyssinia,Google Play
Good but Very slow.,1,2024-07-08,Bank of Abyssinia,Google Play
One of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play
add receipt pdf like telebirr,5,2024-04-14,Bank of Abyssinia,Google Play
"Best finance app,",5,2024-02-05,Bank of Abyssinia,Google Play
I have a great experience using this App,5,2024-02-19,Bank of Abyssinia,Google Play
It's not fast to use,3,2024-03-08,Bank of Abyssinia,Google Play
Thank you for wasting my time Abyssinia.,1,2024-02-26,Bank of Abyssinia,Google Play
Very good app!!,5,2024-02-14,Bank of Abyssinia,Google Play
This app doesn't work,1,2024-06-30,Bank of Abyssinia,Google Play
That's a fantastic app! L,2,2024-04-29,Bank of Abyssinia,Google Play
It is not working,1,2024-04-23,Bank of Abyssinia,Google Play
The worst App I have ever seen.,1,2024-04-25,Bank of Abyssinia,Google Play
Corrupted and poor app,1,2024-07-24,Bank of Abyssinia,Google Play
Worst app ever. Barely works,1,2024-05-02,Bank of Abyssinia,Google Play
Best version of boa apps,1,2024-03-02,Bank of Abyssinia,Google Play
An excellent app.,5,2024-03-01,Bank of Abyssinia,Google Play
This app is very wonderful,5,2024-04-24,Bank of Abyssinia,Google Play
The previous application is much better than this one,1,2024-07-18,Bank of Abyssinia,Google Play
I think this app is fraudulent. It is not real,1,2024-01-15,Bank of Abyssinia,Google Play
BOA mobile the best App,5,2024-03-20,Bank of Abyssinia,Google Play
this app not work why?pleas tell me,2,2024-05-04,Bank of Abyssinia,Google Play
The worse app I have ever seen.,1,2024-03-01,Bank of Abyssinia,Google Play
this app doesn't fit the bank,1,2024-02-10,Bank of Abyssinia,Google Play
App good. how money transfer tele birr agents,1,2024-02-12,Bank of Abyssinia,Google Play
exellent digital transaction of money,5,2024-11-27,Bank of Abyssinia,Google Play
Now am confused upgrade or downgrade 🤔,1,2024-04-17,Bank of Abyssinia,Google Play
This app is very simpl for useing,4,2024-05-10,Bank of Abyssinia,Google Play
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,Bank of Abyssinia,Google Play
It crash always,4,2024-04-13,Bank of Abyssinia,Google Play
Great always great!!!,5,2024-04-30,Bank of Abyssinia,Google Play
"Some problem this app,",1,2024-04-20,Bank of Abyssinia,Google Play
It doesn't work anymore,1,2024-05-01,Bank of Abyssinia,Google Play
The best beautiful app,5,2024-05-01,Bank of Abyssinia,Google Play
Fix the bug.,1,2024-05-02,Bank of Abyssinia,Google Play
Professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play
Very very bad app,1,2024-04-21,Bank of Abyssinia,Google Play
The worst mobile banking app,1,2024-07-11,Bank of Abyssinia,Google Play
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Bank of Abyssinia,Google Play
It's not convenient,1,2024-06-17,Bank of Abyssinia,Google Play
It is better than before and i like it,5,2024-02-22,Bank of Abyssinia,Google Play
Good banking app,4,2024-04-29,Bank of Abyssinia,Google Play
Very old app is disgusting,1,2024-04-25,Bank of Abyssinia,Google Play
Great app than others,5,2024-05-02,Bank of Abyssinia,Google Play
It needs more improvment,2,2024-11-24,Bank of Abyssinia,Google Play
Slow every time,2,2024-05-08,Bank of Abyssinia,Google Play
Abissiniya bank one of the best for giving the future,5,2024-04-12,Bank of Abyssinia,Google Play
What mean disable developer option?,5,2024-05-01,Bank of Abyssinia,Google Play
It doesn't work 😔,1,2024-05-07,Bank of Abyssinia,Google Play
It is Good to save time 👌👌,3,2024-05-31,Bank of Abyssinia,Google Play
It doesn't work,1,2024-07-12,Bank of Abyssinia,Google Play
Easy and cool app,5,2024-05-16,Bank of Abyssinia,Google Play
Don't trust this bank and its service.,1,2024-08-16,Bank of Abyssinia,Google Play
this is so disappointing app 😞,1,2024-07-31,Bank of Abyssinia,Google Play
It is very nice app,4,2024-01-24,Bank of Abyssinia,Google Play
Yet another useless app,1,2024-04-09,Bank of Abyssinia,Google Play
App isn't working,1,2024-08-18,Bank of Abyssinia,Google Play
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia,Google Play
I like this bank by his activity and respect castemers i look like my house,5,2024-04-22,Bank of Abyssinia,Google Play
App is so bad network,1,2024-05-16,Bank of Abyssinia,Google Play
The worest mobile banking app,1,2024-05-02,Bank of Abyssinia,Google Play
It doesn't work.,1,2024-09-12,Bank of Abyssinia,Google Play
Please this app on my android phone,3,2024-11-20,Bank of Abyssinia,Google Play
we want international mobile banking,1,2024-07-22,Bank of Abyssinia,Google Play
Need many improvements,2,2024-04-30,Bank of Abyssinia,Google Play
Very Very nice 👌 👍,5,2024-05-23,Bank of Abyssinia,Google Play
77867748 I can't update my mobile banking,1,2024-05-14,Bank of Abyssinia,Google Play
Very helpfull app,5,2024-04-27,Bank of Abyssinia,Google Play
Bad app vety bad.,1,2024-11-07,Bank of Abyssinia,Google Play
Very very good app,5,2024-04-29,Bank of Abyssinia,Google Play
This app is a good app,5,2024-03-14,Bank of Abyssinia,Google Play
Verry Amazing App from all IB,5,2025-03-01,Bank of Abyssinia,Google Play
Wow amazing app,5,2024-02-14,Bank of Abyssinia,Google Play
The worest MB app ever!!🙄,1,2024-09-02,Bank of Abyssinia,Google Play
Very bad app,2,2024-05-02,Bank of Abyssinia,Google Play
Worst banking app ever,1,2024-05-28,Bank of Abyssinia,Google Play
The worst app ever,1,2024-08-26,Bank of Abyssinia,Google Play
Please make it functional.,5,2024-07-03,Bank of Abyssinia,Google Play
It is not fast,3,2024-07-11,Bank of Abyssinia,Google Play
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,Bank of Abyssinia,Google Play
App is any updates why?,5,2024-05-09,Bank of Abyssinia,Google Play
The new app is very good,5,2024-07-13,Bank of Abyssinia,Google Play
Nice one thanks abisiniya,5,2024-05-03,Bank of Abyssinia,Google Play
🤔 it stucks at 79%,1,2024-01-30,Bank of Abyssinia,Google Play
I can't use it anymore,3,2024-02-16,Bank of Abyssinia,Google Play
Is ok but stop sundenly,5,2024-07-15,Bank of Abyssinia,Google Play
uselss app dont download,1,2024-07-26,Bank of Abyssinia,Google Play
Good app boa,5,2024-06-06,Bank of Abyssinia,Google Play
The worst banking app,1,2024-07-15,Bank of Abyssinia,Google Play
Wow what amazing,5,2024-12-30,Bank of Abyssinia,Google Play
It's a useless app,1,2024-08-02,Bank of Abyssinia,Google Play
No work app,5,2024-07-15,Bank of Abyssinia,Google Play
wow good job BOA,5,2024-04-16,Bank of Abyssinia,Google Play
Its not working.,1,2024-06-24,Bank of Abyssinia,Google Play
Very good app,5,2024-07-07,Bank of Abyssinia,Google Play
I like it so much,5,2024-02-06,Bank of Abyssinia,Google Play
It's nice apps,1,2024-06-04,Bank of Abyssinia,Google Play
The best app,5,2024-06-06,Bank of Abyssinia,Google Play
This app is trash,1,2024-05-12,Bank of Abyssinia,Google Play
It's good Rate app,5,2024-03-12,Bank of Abyssinia,Google Play
Good but app lait,4,2024-02-11,Bank of Abyssinia,Google Play
Yes active user,5,2024-09-17,Bank of Abyssinia,Google Play
Worse mobile banking ever 👎👎,1,2024-03-29,Bank of Abyssinia,Google Play
i like this app,5,2024-02-29,Bank of Abyssinia,Google Play
Worst app ever,1,2024-05-16,Bank of Abyssinia,Google Play
It good app,4,2024-02-22,Bank of Abyssinia,Google Play
Excited by your service,5,2024-06-02,Bank of Abyssinia,Google Play
Great For Financial company,5,2024-09-30,Bank of Abyssinia,Google Play
The Worst application ever,1,2024-05-01,Bank of Abyssinia,Google Play
Best app to me,5,2024-10-11,Bank of Abyssinia,Google Play
It crushes repeatedly,1,2024-05-03,Bank of Abyssinia,Google Play
it's good app,5,2024-05-04,Bank of Abyssinia,Google Play
The best of best,5,2025-01-09,Bank of Abyssinia,Google Play
It's good app,5,2024-02-20,Bank of Abyssinia,Google Play
Worst application I ever used,1,2024-02-23,Bank of Abyssinia,Google Play
It's good!,4,2024-04-09,Bank of Abyssinia,Google Play
It is good,5,2024-05-19,Bank of Abyssinia,Google Play
I dont recommand it to any one,1,2024-08-23,Bank of Abyssinia,Google Play
Abyssinian mobile banking the latest one,5,2024-02-22,Bank of Abyssinia,Google Play
If it is possible I would gove0 star,1,2024-10-08,Bank of Abyssinia,Google Play
Bes and freindly app,5,2024-09-13,Bank of Abyssinia,Google Play
The worst app,1,2024-07-28,Bank of Abyssinia,Google Play
It's improved now,3,2024-05-12,Bank of Abyssinia,Google Play
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Bank of Abyssinia,Google Play
Hey no working,5,2024-04-19,Bank of Abyssinia,Google Play
The best bank!!!,5,2024-02-02,Bank of Abyssinia,Google Play
BoA Greqt Ethiopian bank.,5,2025-03-11,Bank of Abyssinia,Google Play
Please Recover thank you,5,2024-07-02,Bank of Abyssinia,Google Play
Not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play
The worst experience ever,1,2024-08-29,Bank of Abyssinia,Google Play
The forest app ever,1,2024-12-19,Bank of Abyssinia,Google Play
Lemn embi yilal??,5,2024-12-30,Bank of Abyssinia,Google Play
Like to much,5,2025-01-11,Bank of Abyssinia,Google Play
Thank you BoA,5,2025-02-23,Bank of Abyssinia,Google Play
Bank of abissena,1,2024-12-17,Bank of Abyssinia,Google Play
Doeisn't work,5,2024-04-30,Bank of Abyssinia,Google Play
not change who I,5,2024-02-02,Bank of Abyssinia,Google Play
The worest app ever,1,2024-10-03,Bank of Abyssinia,Google Play
Dont even try,1,2024-05-05,Bank of Abyssinia,Google Play
Boa ... The best,5,2024-04-09,Bank of Abyssinia,Google Play
Amaizing Bank in Etthiopia,5,2024-04-30,Bank of Abyssinia,Google Play
The best bank,5,2024-04-29,Bank of Abyssinia,Google Play
Welcome BoA mobile,5,2024-02-21,Bank of Abyssinia,Google Play
Build a new app,1,2024-05-13,Bank of Abyssinia,Google Play
Yegema app tish🪨,1,2024-09-08,Bank of Abyssinia,Google Play
Wow! Thanks BoA,5,2024-03-22,Bank of Abyssinia,Google Play
Nise mobile bankig,4,2024-10-05,Bank of Abyssinia,Google Play
In Ethiopia pest Bank,5,2024-04-23,Bank of Abyssinia,Google Play
My #1 choice,5,2024-05-03,Bank of Abyssinia,Google Play
I have experiance,5,2024-07-19,Bank of Abyssinia,Google Play
GOOD HARMONY BANK,5,2024-05-10,Bank of Abyssinia,Google Play
Thes is nise app,5,2024-02-19,Bank of Abyssinia,Google Play
cool App Tnxes,5,2024-05-03,Bank of Abyssinia,Google Play
Gooood app my dear,5,2024-08-10,Bank of Abyssinia,Google Play
betam yedadab app,1,2024-05-04,Bank of Abyssinia,Google Play
Bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play
Vary good app,5,2024-04-15,Bank of Abyssinia,Google Play
6r---“q##👺,2,2024-04-23,Bank of Abyssinia,Google Play
Keep it up 1ygna bank,5,2024-04-09,Bank of Abyssinia,Google Play
Bank Of Abyssina,5,2024-04-22,Bank of Abyssinia,Google Play
You are beutiful,5,2024-06-09,Bank of Abyssinia,Google Play
It's the best,5,2024-04-24,Bank of Abyssinia,Google Play
Why u do that hh,2,2024-04-13,Bank of Abyssinia,Google Play
Good service.,3,2025-05-25,Bank of Abyssinia,Google Play
Best app,5,2025-05-09,Bank of Abyssinia,Google Play
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen Bank,Google Play
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,Dashen Bank,Google Play
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen Bank,Google Play
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen Bank,Google Play
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,Dashen Bank,Google Play
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen Bank,Google Play
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen Bank,Google Play
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen Bank,Google Play
